UID,Status,Group,Title,Price,Qty,Title_Issue
436190,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","18010-14090000 Asus TL140BDXP01-00 GA401QM-211.ZG14B 14.0 QHD 2560 1440 120Hz 30 pin LED Screen Panel",,,"18010-14090000 Asus TL140BDXP01-00 GA401QM-211.ZG14B 14.0” QHD 2560×1440 120Hz 30pin LED Screen Panel"
436192,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Lenovo Universal Panel N140HCE-ET2-REV.C3 Innolux 14.0"" FHD 30 pin LED Display Screen",,,"For Lenovo Universal Panel N140HCE-ET2-REV.C3 Innolux 14.0 FHD 30PIN LED Display Screen"
436194,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Asus GA401IV-BR9N6 LCD Screen 14.0"" FHD 40 Pin 144hz LED Display Screen No Brackets LM140LF1F01",,,"Asus GA401IV-BR9N6 LCD Screen 14.0"" FHD 40pins 144hz LED Display Screen No Brackets LM140LF1F01"
436196,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","5D10M42871 Lenovo 81JW0001US CHROMEBOOK S330 NT140WHM-N44 14.0"" HD 30 Pin LED Screen Panel",,,"5D10M42871 Lenovo 81JW0001US CHROMEBOOK S330 NT140WHM-N44 14.0 HD 30 Pin LED Screen Panel"
436198,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","M49655-001 HP Chromebook 14A-ND Series LED Display Screen Replacement 14.0"" 1366X768 HD 30 Pin",,,"M49655-001 HP Chromebook 14A-ND Series LED Display Screen Replacement 14.0"" 1366*768 HD 30Pins"
436200,New,"(#2713) Work Later","LP140WFF-SPC1 14.0"" FHD 300cd/m EDP 30 Pin Matte LCD Screen Slim Dell 06T3J6",,,"LP140WFF-SPC1 14.0"" FHD 300cd/m EDP 30pins Matte LCD Screen Slim for Dell 06T3J6"
353083,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","M21389-001 NV140FHM-N4T HP ProBook 440 G8/640 G8 14"" FHD 30 Pin LCD Display Panel",,,
436202,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","M36316-001 N140NVFC R0 14"" FHD LCD PANEL HP Elitebook 840 G8 Replacement Screen",,,"M36316-001 N140NVFC R0 14"" FHD LCD Panel for HP Elitebook 840 G8 Replacement Screen"
436204,New,"(#2713) Work Later","522V0 Dell Latitude 7480 7490 LCD Screen 14"" 1920X1080 Matte EDP 30 Pin Slim N140HCE-G52 Panel",,,"522V0 Dell Latitude 7480 7490 LCD Screen 14"" 1920X1080 Matte EDP 30Pins Slim N140HCE-G52 Panel"
436206,New,"(#2713) Work Later","N140HCA-EAC 14.0 Slim FHD PBCA bent 30 Pin Universal Screen Lenovo IdeaPad/HP EliteBook",,,"N140HCA-EAC 14.0” Slim FHD PBCA bent 30pins Universal Screen for Lenovo IdeaPad/HP EliteBook"
436208,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","R140NWF5 RA Lenovo Thinkpad T490 T495 T495S P43S T14S Replacement Panel 14.0"" FHD Narrow 300cm/d IPS eDP 40 Pin Matte Touch Screen",,,"R140NWF5 RA Lenovo Thinkpad T490 T495 T495S P43S T14S Replacement Panel 14.0"" FHD Narrow 300cm/d IPS eDP 40pins Matte Touch Screen"
436210,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","YT9G7 Dell Latitude 5300 LCD Screen Panel Replacement 13.3"" FHD LP133WF7-SPF1 Glossy",,,"YT9G7 Dell Latitude 5300 LCD Screen Panel for Replacement 13.3"" FHD LP133WF7-SPF1 Glossy"
436212,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LP133WF7-SPH2 LP133WF7-SPF2 Dell Latitude 5320 13.3"" FHD 400cd/m eDP 30 Pin Matte Replacement LCD Screen",,,"LP133WF7-SPH2 LP133WF7-SPF2 Dell Latitude 5320 13.3"" FHD 400cd/m eDP 30Pins Matte Replacement LCD Screen"
436214,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","NV133WUM-T02 V3.0 13.3"" 1920 1200 LCD Touch screen IPS matte 60HZ eDP 40 Pin Replacement Panel",,,"NV133WUM-T02 V3.0 13.3"" 1920×1200 LCD Touchscreen IPS matte 60HZ eDP 40pins Replacement Panel"
436216,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","N22327-001 14"" 1920 1200 IPS HP Elitebook 840 G9 840 G10 Laptop LCD screen Replacement Display",,,"N22327-001 14 inch 1920×1200 IPS for HP Elitebook 840 G9 840 G10 Laptop LCD screen Replacement Display"
436218,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","5D10W46421 Lenovo ThinkBook 15 G2 (ITL)(ARE) 15.6"" FHD R156NWF7-R2 40 Pin Touch LCD Screen",,,"5D10W46421 Lenovo ThinkBook 15 G2 (ITL)(ARE) 15.6"" FHD R156NWF7-R2 40PIN Touch LCD Screen"
,Discard,,"LM315WR1-SSC1 31.5"" 4K 3840*2160 40Pin IPS Matte 1300:1 AIO Panel Display",,,"31.5"""
436220,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM300WQ6-SLC1 30 Inch 2560 1600 LVDS 92Pins 350 cd/m All-in-one LG Display Dell UltraSharp U3014",,,"LM300WQ6-SLC1 30 Inch 2560×1600 LVDS 92Pins 350 cd/m² All in One LG Display For Dell UltraSharp U3014"
436222,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM270WQ8-SSA1 27.0"" QHD 2560X1440 350cd/m eDP 30 Pin IPS Matte Display",,,"LM270WQ8-SSA1 27.0"" QHD 2560*1440 350cd/m² eDP 30Pins IPS Matte Display"
436224,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM270WQA-SSC2 A1 27.0"" 2560X1440 QHD 400 cd/m 60Pins IPS Matte Display All-in-one Screen",,,"LM270WQA-SSC2 A1 27.0"" 2560*1440 QHD 400 cd/m² 60Pins IPS Matte Display All in One Screen"
436227,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","J2CT2 LM270WF7-SSD1 SSD3 SSB1 27.0"" 1920 1080 FHD 60Hz 30 pin Matte Display DELL I7700",,,"J2CT2 LM270WF7-SSD1 SSD3 SSB1 27.0"" 1920×1080 FHD 60Hz 30pin Matte Display for DELL I7700"
436228,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM270WF7-SSA1 27.0"" Non Touch LCD FHD LVDS 30 pin IPS Matte LG Display",,,"LM270WF7-SSA1 27.0"" No-Touch LCD FHD LVDS 30pin IPS Matte LG Display"
436231,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM270WQ6-SSA1 27.0"" 2560 1440 QHD IPS Matte LVDS 92pin Non Touch Display Dell UltraSharp 2716D AIO",,,"LM270WQ6-SSA1 27.0"" 2560×1440 QHD IPS Matte LVDS 92pin No-Touch Display for Dell UltraSharp 2716D AIO"
436232,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LTM270DL08 27.0"" 2560X1440 QHD LVDS Dell XPS One 2710",,,"LTM270DL08 27.0"" 2560*1440 QHD LVDS for Dell XPS One 2710"
436235,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","0X9HYG/1MKFC/5R8TV LM238WF4-SSD1 23.8"" FHD LVDS 30 Pin Display Dell 2417H",,,"0X9HYG/1MKFC/5R8TV LM238WF4-SSD1 23.8"" FHD LVDS 30pins Display for Dell 2417H"
436237,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LTM238HL06 23.8"" FHD IPS LVDS 30 Pin Lenovo ThinkCentre M920Z 10S6",,,"LTM238HL06 23.8"" FHD IPS LVDS 30Pins for Lenovo ThinkCentre M920Z (10S6)"
436239,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","MV238QUN-N20 23.8"" 3840x2160 4K IPS Matte eDP 30 Pin HP 24W HSTND-9531-A",,,"MV238QUN-N20 23.8"" 3840 X 2160 4K IPS Matte eDP 30pins for HP 24W HSTND-9531-A"
436241,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM238WF2-SSM1 23.8"" FHD Non Touch LCD Display Lenovo A340-24IWL Lenovo 3-24ARE0 3-24ITL6 3-24ARE05",,,"LM238WF2-SSM1 23.8"" FHD Non-Touch LCD Display For Lenovo A340-24IWL Lenovo 3-24ARE0 3-24ITL6 3-24ARE05"
436243,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG967 HP All-in-one Model 24-10015NA/DF Series replacement Display M238HCA-L3B/L5 MV238FHM-N20 LTM238HL06/02/05",,,"01AG967 HP All in One PC Model 24-10015NA/DF Series Replace Display M238HCA-L3B/L5 MV238FHM-N20 LTM238HL06/02/05"
436245,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","M238HCA-L5Z 23.8"" FHD LVDS 30 Pin Matte All-in-one Display HP EliteOne 800 G6 AIO",,,"M238HCA-L5Z 23.8"" FHD LVDS 30Pins Matte All in One Display for HP EliteOne 800 G6 AIO"
436247,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","FC3HY M238HAN01.0 LTM230HT05 1920x1080 FHD Touch Display Dell Inspiron 24-3455",,,"FC3HY M238HAN01.0 LTM230HT05 1920*1080 FHD w/Touch Display for for Dell Inspiron 24-3455"
436249,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","836104-001 LM238WR2-SPA1 23.8"" UHD 3840x2160 30 pin IPS Non Touch Display Hp Envy 24-N",,,"836104-001 LM238WR2-SPA1 23.8"" UHD 3840*2160 30PIN IPS Non-Touch Display for Hp Envy 24-N"
436251,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","YXN48 LM238WF2-SSK3/2/1 23.8"" FHD LVDS 30 pin IPS MATTE Acer Aspire C24 865 Lenovo AIO520 24ICB AIO",,,"YXN48 LM238WF2-SSK3/2/1 23.8"" FHD LVDS 30pin IPS Matte for ACER ASPIRE C24 865;Lenovo AIO520 24ICB AIO"
436253,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","L17303-274 LM238WF5-SSH1 Touch Display 1920 1080 FHD MATTE HP 24-K 24-k0024",,,"L17303-274 LM238WF5-SSH1 Touch Display 1920×1080 FHD Matte for HP 24-K 24-k0024"
436255,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","0PV92P Dell OptiPlex 7450 23.8"" FHD LVDS 30 pin IPS Matte Locking Connector LM238WF1-SLK1 AIO Screen",,,"0PV92P Dell OptiPlex 7450 23.8"" FHD LVDS 30pin IPS Matte Locking Connector LM238WF1-SLK1 AIO Screen"
436257,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","06N77F 075CT MV238FHM-N10 FHD LVDS 30 pin IPS Matte Un-Locking Connector Dell Inspiron 7459 AIO/Dell OptiPlex 7450",,,"06N77F 075CT MV238FHM-N10 FHD LVDS 30pin IPS Matte Un-Locking Connector for Dell Inspiron 7459 AIO/Dell OptiPlex 7450"
436259,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","L91416-002 LM238WF5-SSE5 23.0"" 1920 1080 FHD LVDS Touch IPS No Brackets HP EliteOne 800 G5 24-DF0056 24-DP0014",,,"L91416-002 LM238WF5-SSE5 23.0"" 1920×1080 FHD LVDS w/Touch IPS No Brackets for HP EliteOne 800 G5;24-DF0056 24-DP0014"
436261,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM238WF5-SSA1 23.8"" 1920 1080 30 pin IPS AIO PANEL HP AIO Pavilion 24-QB0003IN",,,"LM238WF5-SSA1 23.8"" 1920×1080 30PIN IPS AIO Panel for HP AIO Pavilion 24-QB0003IN"
436263,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG969 LM238WF5-SSA1 FHD LVDS 30 pin IPS Matte Touch Lenovo IdeaCentre 720-24IKB AIO F0CM F0CM0022AU",,,"01AG969 LM238WF5-SSA1 FHD LVDS 30pin IPS Matte w/Touch for Lenovo IdeaCentre 720-24IKB AIO F0CM F0CM0022AU"
436265,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","854572-003 LM238WF5-SSA1 FHD LVDS 30 pin IPS Matte Touch HP 24-F0000NE/24-F0014/24-F006LA AIO",,,"854572-003 LM238WF5-SSA1 FHD LVDS 30pin IPS Matte Touch for HP 24-F0000NE/24-F0014/24-F006LA AIO"
436267,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","KL.23808.017 LM238WF5-SSA1 FHD LVDS 30 pin IPS Matte Touch Acer Aspire Z24-890-UR11 AIO",,,"KL.23808.017 LM238WF5-SSA1 FHD LVDS 30pin IPS Matte Touch for Acer Aspire Z24-890-UR11 AIO"
436269,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","1MD2V JPTK1 7NTHJ LM238WF5-SSA1 23.8"" FHD LVDS 30 pin IPS Matte Touch Dell Inspiron 24 (5477)/I5477-7491SLV AIO",,,"1MD2V JPTK1 7NTHJ LM238WF5-SSA1 23.8"" FHD LVDS 30pin IPS Matte Touch for Dell Inspiron 24 (5477)/I5477-7491SLV AIO"
436271,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","18100-23800000 LM238WF5-SSA1 FHD LVDS 30 pin IPS Matte Touch Asus V241ICGT-BA011T AIO/V241ICUT-05 06 AIO ZEN ZN242GDT",,,"18100-23800000 LM238WF5-SSA1 FHD LVDS 30pin IPS Matte Touch for Asus Vivo V241ICGT-BA011T AIO/V241ICUT-05 /06 AIO /ZEN ZN242GDT"
436273,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","DMFY0 0DMFY0 Dell Latitude 3300/3310 Replacement LCD Screen Panel 13.3"" HD NT133WHM-N46",,,
436275,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","18010-11601300 Asus 11.6"" HD 30 PIN LED LCD Display Non Touch Screen 18010-11621100/18010-11622300/18010-11630500",,,"18010-11601300 Asus 11.6 HD 30 PIN LED LCD Display Non-touch Screen 18010-11621100/18010-11622300/18010-11630500"
436277,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG978/01AG977 LM238WF5-SSA3/LM238WF5-SSA2 Touch Display Lenovo ThinkCentre M920Z 10S6 2.0 AIO",,,"01AG978/01AG977 LM238WF5-SSA3/LM238WF5-SSA2 Touch Display for Lenovo ThinkCentre M920Z (10S6) Touch 2.0 AIO"
436279,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG986/5M10U49651 Lenovo Ideacentre A540-24ICB All-in-one F0EL LM238WF5-SSE1 FHD Touch IPS",,,"01AG986/5M10U49651 Lenovo Ideacentre A540-24ICB All-in-one (F0EL) LM238WF5-SSE1 FHD Touch IPS"
436281,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","L17303-272/L17303-273 HP Pavilion 24-QB0003IN AIO Touch Display LM238WF5-SSD1/LM238WF5-SSF1",,,
436282,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LM230WF5-TLF1 23 1920x1080 LVDS 30 Pin Matte AIO Replacement Screen",,,"LM230WF5-TLF1 23“ 1920(RGB)*1080 LVDS 30Pins Matte AIO Replacement Screen"
436284,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","LTM230HL08 23.0"" FHD 1920 1080 30 pin IPS HP Pavilion All-in-One 23-Q Series",,,"LTM230HL08 23.0"" FHD 1920×1080 30PIN IPS For HP Pavilion All-in-One 23-Q Series"
436286,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG974 01AG963 LM230WF7-SSB2/SSC2 23.0"" FHD Lenovo Ideacentre 510S-23ISU AIO Screen Touch",,,"01AG974 01AG963 LM230WF7-SSB2/SSC2 23.0"" FHD For Lenovo Ideacentre 510S-23ISU AIO Screen w/ Touch"
436288,New,"(#2713) Work Later","L42416-008 M215HCA-L3B 1920x1080 Non Touch Slim Lenovo A4520 A815",,,"L42416-008 M215HCA-L3B 1920*1080 Non-touch Slim for Lenovo A4520 A815"
436290,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","M215HAN01.1 FHD LVDS 30 pin IPS Matte Touch HP 22-B058/68/78/62/72/720DS AIO/HP 22-c l42416-007",,,"M215HAN01.1 FHD LVDS 30pin IPS Matte Touch for HP 22-B058/68/78/62/72/720DS AIO/HP 22-c l42416-007"
436292,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","XPKGK MV215FHM-N30 FHD IPS Matte Touch Lenovo 520-22IK/Dell Inspiron 3275",,,"XPKGK MV215FHM-N30 FHD IPS Matte Touch For Lenovo 520-22IK/Dell Inspiron 3275"
436294,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG932 01EF442 01AG959 01AG920 MV215FHM-N40 FHD Non Touch Display Lenovo ThinkCentre M820z AIO",,,"01AG932 01EF442 01AG959 01AG920 MV215FHM-N40 FHD No-Touch Display for Lenovo ThinkCentre M820z AIO"
436296,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","01AG987 LM215WFA-SSE1 Lenovo IdeaCentre 21.5"" FHD Touch LCD Screen",,,"01AG987 LM215WFA-SSE1 for Lenovo IdeaCentre 21.5"" FHD Touch LCD Screen"
436298,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","804208-002 M200FGE-L20 20.0 1600(RGB) 900 LVDS 30 pin Display Dell Optiplex 3011 LCD Screen",,,"804208-002 M200FGE-L20 20.0” 1600(RGB)×900 LVDS 30pin Display for Dell Optiplex 3011 LCD Screen"
436300,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","8SSD18C5221 10.1"" LCD TOUCH Panel TV101WUM-NL6 Lenovo Duet Chromebook ZA6F0016US/DUET CT-X636F ZA6F",,,"8SSD18C5221 10.1"" LCD TOUCH Panel TV101WUM-NL6 for Lenovo Duet Chromebook ZA6F0016US/DUET CT-X636F ZA6F"
424014,Existing,"(#1073) Non-Cataloged Items waiting for groups contact Dave","5D11F36012 11.0"" NV110C9M-L60 V5.0 Lenovo Duet 3 Chromebook 82T6000EUS",,,"5D11F36012 11.0"" NV110C9M-L60 V5.0 for Lenovo Duet 3 Chromebook 82T6000EUS"
436303,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","SD11C95581 5D11C95582 13.3"" 1920X1080 FHD Display Screen ATNA33XC20-0 Lenovo Duet 5 Chromebook 82QS001HUS",100,,"SD11C95581 5D11C95582 13.3"" 1920X1080 FHD Display Screen ATNA33XC20-0 For Lenovo Duet 5 Chromebook 82QS001HUS"
436305,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","B156XTK02.0 B156XTK02.1 15.6"" 1366(RGB) 768 eDP 40 Pin Glossy On-Cell Touch Screen Display",,,"B156XTK02.0 B156XTK02.1 15.6"" 1366(RGB)×768 eDP 40 pins Glossy On-Cell Touch Screen Display"
436307,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","B140XTK02.1/B140XTK02.2/B140XTK02.3 14.0"" 1366(RGB) 768 eDP 40 Pin Matte On-Cell Touch Screen Display",,,"B140XTK02.1/B140XTK02.2/B140XTK02.3 14.0"" 1366(RGB)×768 eDP 40 pins Matte On-Cell Touch Screen Display"
436309,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","B116XTK01.0 11.6"" HD 1366 768 eDP 40 Pin Laptop LCD Touch Screen Panel",,,"B116XTK01.0 11.6"" HD 1366×768 eDP 40 Pins Laptop LCD Touch Screen Panel"
436311,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","Lenovo ThinkPad T550/T560/P50/P50S OEM LCD Screen NV156FHM-N42 00HT919 00HT920 00HT921",,,
436313,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ATNA60YV02 16.0"" 3840X2400 100% DCI-P3 Non Touch display Screen Replacement ASUS ProArt StudioBook Pro 16 W7600",135,,"ATNA60YV02 16.0"" 3840*2400 100% DCI-P3 Non-touch Diplay Screen Replacement for ASUS ProArt StudioBook Pro 16 W7600"
436315,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ATNA60XB01 16.0"" 3840X2400 4K Non Touch display Replacement OLED Screen",140,,"ATNA60XB01 16.0"" 3840*2400 4K Non-touch Diplay Replacement OLED Screen"
436317,New,"(#2713) Work Later","ATNA56YX02-0 15.6"" 1920x1080 FHD Slim eDP 30 pin IPS Non Touch OLED Display Samsung Galaxy Book Pro 15 NP950XDB",160,,"ATNA56YX02-0 15.6"" 1920*1080 FHD Slim eDP 30pin IPS Non-touch OLED Display for Samsung Galaxy Book Pro 15 NP950XDB"
436319,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ATNA40YK07-0 OLED 14.0"" 90HZ 2880X1800 Glossy Non Touch Display Asus 14 UM3402YA Q409ZA-EVO.I5256BL",138,,"ATNA40YK07-0 OLED 14.0"" 90HZ 2880*1800 Glossy Non-Touch Display for Asus 14 UM3402YA Q409ZA-EVO.I5256BL"
436321,New,"(#1073) Non-Cataloged Items waiting for groups contact Dave","ATNA40YK04-0 ATNA40YK09-0 Samsung LCD Screen OLED 14.0"" 2880X1800 eDP 40 Pin IPS Glossy ASUS M3400 K3402 K3405 K6400",130,,"ATNA40YK04-0 ATNA40YK09-0 Samsung LCD Screen OLED 14.0"" 2880*1800 eDP 40pins IPS Glossy for ASUS M3400 K3402 K3405 K6400"
